idade;sexo;p41aa;p41ab;p41ad;p41ae;p41af;p41ag;p41ah;p41ai;p41aj;p41ak;p41al;p41am;p41an;p41ao;p41ap;p42a;p42b;p42d;p42e;p42f;p42g;p42h;p42i;p42j;p42k;p42l;p42m;p42n;p42o;p42p;p43a;p43b;p43d;p43f;p43g;p43h;p43i;p43j;p43k;p43l;p43m;p43n;p43o;p43p;cor;carro;empreg;maqlav;dvd;banhe;gelad;freezer;comput;lavlou;microon;motocic;secadora;agua;rua;escola;renda;RCLASSE2;INV1p45a;INV1p45b;INV1p45c;INV1p45d;INV1p45e;INV1p45f;INV1p45g;INV1p45h;INV1p45i;INV1p45j;INV1p45k;INV1p45l;INV1p45m;INV1p45n;INV1p45o;INV1p45p;INV1p45q
26;2;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;5;5;5;5;5;4;5;5;5;5;5;2;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;96;96;96;96;96;96;1;1;5;1;6;5;5;5;1;5;5;5;5;5;5;6;5;2;5;5;5;2
24;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;1;1;1;1;1;96;96;96;96;1;1;5;1;5;5;4;6;5;5;5;3;5;5;5;5;6;1;5;6;5;1
41;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;10;10;10;10;10;10;10;10;0;0;10;10;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;1;1;1;1;96;1;96;96;1;1;5;1;4;5;6;6;5;6;5;6;6;6;6;4;6;2;6;4;2;6
33;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;8;4;8;0;1;4;1;4;4;4;4;4;6;3;9;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;3;3;2;1;4;1;1;96;1;1;1;6;6;1;5;6;5;5;3;5;4;6;5;5;6;5;4;5;4;4;5
22;1;1;1;2;1;1;2;1;1;2;2;2;1;1;2;1;10;10;5;5;6;0;0;7;6;4;8;8;6;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;96;1;1;1;1;1;96;96;96;96;1;1;6;1;4;5;6;5;5;4;5;5;5;2;5;4;6;2;5;6;5;5
22;2;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;5;5;0;0;0;0;5;5;5;0;0;5;3;5;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;96;1;2;1;1;1;96;1;1;96;1;98;6;1;3;5;5;5;2;4;2;2;5;2;6;5;5;1;5;5;4;4
68;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;1;1;1;96;1;96;1;96;96;1;1;7;1;4;5;6;4;4;3;5;3;5;5;5;6;5;1;5;5;5;5
65;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;0;5;5;5;0;5;7;0;0;5;1;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;1;1;3;1;1;1;1;1;96;96;1;1;7;4;2;5;5;5;5;5;5;5;5;5;5;6;5;1;5;5;5;5
22;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;2;8;5;5;5;5;5;0;5;6;5;5;8;5;5;8;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;96;96;1;1;96;2;96;96;96;96;1;1;7;1;4;5;6;6;4;6;4;3;6;5;5;5;3;1;4;4;4;4
63;1;2;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;0;0;0;0;0;0;0;4;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;96;2;4;4;1;1;2;96;2;96;96;1;1;7;5;1;5;5;6;2;1;5;4;5;4;5;5;6;1;2;5;2;2
26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;96;1;96;96;96;96;1;1;7;97;4;5;5;5;5;6;5;4;5;5;6;5;6;2;5;5;5;4
37;2;2;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;3;0;1;2;4;2;3;1;0;1;2;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;96;4;2;1;3;1;1;1;1;1;1;8;5;1;5;4;6;6;4;5;6;5;6;6;5;6;1;5;5;4;2
58;1;1;2;1;2;1;1;2;2;2;1;2;2;1;1;2;4;3;4;2;4;4;1;3;4;4;3;7;3;4;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;96;2;1;1;1;1;96;1;96;96;1;1;8;3;3;5;6;5;4;5;5;5;5;5;6;4;6;2;5;5;5;4
45;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;96;1;1;96;96;96;96;96;96;1;1;1;99;6;6;6;6;1;1;6;6;6;6;6;1;6;1;6;6;6;1
66;1;2;2;2;1;1;2;2;1;1;1;1;2;2;1;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;96;96;1;1;1;1;96;2;96;1;96;96;1;1;1;1;5;6;5;4;1;1;6;6;6;6;6;6;6;1;5;4;5;1
38;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;96;96;96;96;2;1;96;96;96;96;1;96;1;1;1;1;6;6;6;6;6;6;5;6;6;5;6;1;6;5;5;6;5;4
54;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;10;3;2;4;0;2;3;0;3;1;4;2;3;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;96;96;96;1;1;1;96;96;96;96;96;96;1;2;1;1;6;6;4;6;5;2;2;6;5;5;6;4;6;1;5;5;5;1
55;2;1;1;1;2;2;2;2;2;1;1;2;2;1;2;2;5;0;5;0;0;0;0;0;5;0;0;0;5;5;7;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;1;96;1;1;2;1;96;1;96;1;96;96;1;1;1;1;4;6;5;5;4;4;5;6;5;1;5;4;5;5;4;6;5;5
27;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;4;4;5;5;6;3;7;5;0;5;4;2;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;96;1;1;96;96;96;96;96;96;1;2;2;99;6;6;5;5;4;4;4;5;5;3;5;5;5; ;4;5;4;5
39;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;0;10;0;7;0;0;0;8;5;10;8;5;9;0;8;2;1;2;2;2;2;2;2;1;2;1;2;2;2;3;96;96;96;1;1;96;1;96;96;1;96;96;1;2;2;1;6;6;6;6;6;1;6;6;1;6;6;6;6;1;1;1;6;6
49;2;1;1;2;1;2;1;1;1;1;2;2;1;2;2;2;2;2;0;1;0;0;3;2;0;0;0;2;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;96;1;1;1;96;96;96;96;96;96;98;1;2;1;6;6;1;6;1;1;4;5;6; ;6;6;6;1;4;6;4; 
34;1;1;1;1;1;2;1;2;1;1;2;2;1;1;1;2;2;4;2;1;2;2;1;2;5;2;1;4;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;96;1;1;1;1;1;1;96;1;96;96;1;1;2;1;4;6;6;6;1;4;6;6;6;4;1;6;6;1;6;6;5;1
47;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;1;1;1;1;96;96;96;96;96;1;1;2;1;5;6;6;6;6;6; ;6;6;6;6;6;6;1;6;1;6;1
42;2;2;2;2;1;2;2;2;1;2;1;1;2;2;1;2;0;0;0;0;0;0;0;0;10;10;0;0;0;0;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;96;1;1;1;1;1;96;1;96;96;2;1;2;1;5;6;4;6;4;1;6;3;4;3;6;3;6;1;6;6;6;6
54;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;10;8;8;10;6;7;8;9;3;10;7;8;9;9;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;3;96;96;96;96;2;1;96;96;96;96;96;96;1;1;2;1;6;6;5;5;5;5;2;5;5;5;5;5;5;2;5;5;5;5
64;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;2;6;1;1;1;5;6;0;10;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;1;96;96;96;1;1;1;96;96;96;96;96;1;1;2;1;6;6;6;6;6;5;6;5;5;6;6;1;6;5;6;6;6;6
31;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;10;10;5;10;3;10;5;5;10;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;96;1;1;2;1;1;4;96;1;96;96;1;2;2;1;3;6;5;6;5;5;5;5;6;1;6;5;6;1;5;3;5;2
32;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;8;0;0;0;0;10;0;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;96;96;96;96;1;1;96;96;96;96;96;96;1;1;2;1;6;6;5;5;5;2;5;6;5;2;6;5;5;2;5;4;5;2
49;2;1;2;1;1;1;1;1;1;1;2;2;2;2;1;2;8;5;8;8;8;5;5;0;5;0;0;0;0;0;8;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;96;1;1;2;1;1;1;96;1;1;96;1;2;2;1;4;6;5;5;2;2;2;5;2;5;5;5;5;2;2;5;5;5
50;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;7;8;10;7;8;5;9;7;9;9;6;7;10;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;96;1;96;2;1;1;2;96;1;96;96;1;1;2;1;2;6;6;6;5;6;6;6;6;3;6;1;6;1;5;6;5;3
64;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;6;3;5;4;5;2;7;4;3;3;7;3;3;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;96;96;1;96;1;1;96;96;96;1;96;96;1;1;2;1;6;6;5;5;5;5;6;5;6;5;5;5;5;2;6;5;5;2
55;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;96;96;1;1;1;1;1;96;96;1;96;96;2;2;3;2;6;6;6;6;6;6;6;6;6;6;1;6;6;1;6;6;6;6
